datetime,ghi,SZA,TOA,cams,lsasaf,era,merra
2012-12-12 10:00:00,168.31788079470198,77.52116894408611,303.2764313126824,111.08439999999999,175.3500025,162.09778,167.25
2012-12-12 11:00:00,402.48233995584985,64.62715638321102,601.4287367958692,423.4644,415.975,381.1911,408.625
2012-12-12 12:00:00,629.6479028697572,51.43726731451219,874.9294008014374,680.5647,654.9000100000001,670.0978,646.75
2012-12-12 13:00:00,825.6291390728477,38.057563190614914,1105.1398050586256,884.7274,860.95001,875.0222,854.5
2012-12-12 14:00:00,965.3200883002207,24.578637621459556,1276.371490957987,1028.4981,1017.75,1006.0089,1013.0
2012-12-12 15:00:00,1040.9161147902869,11.170399106883313,1376.9553020792205,1114.725,1107.80005,1030.0444,1110.5
2012-12-12 16:00:00,1055.6291390728477,4.051954897288334,1400.0366179170212,1145.2523999999999,1131.02505,1146.8445,1135.0
2012-12-12 17:00:00,1011.7218543046358,16.743192742579474,1344.0424849407211,1092.3591999999999,1083.12505,758.68445,1088.0
2012-12-12 18:00:00,906.7218543046357,30.22107013898209,1212.7888107779747,974.1476,958.625,904.23114,958.75
2012-12-12 19:00:00,642.7119205298013,43.67024524699311,1015.2203164160215,790.2749,787.275,569.74225,761.0
2012-12-12 20:00:00,430.63576158940396,56.981715458555605,764.8009682482539,504.59090000000003,569.92501,471.30667,466.375
2012-12-12 21:00:00,262.4128035320088,70.06272698324643,478.5964310147653,335.4656,334.825,293.84888,204.6875
2012-12-13 10:00:00,121.47682119205297,77.58488546624893,301.8040515877169,83.63929999999999,180.1500025,124.8,113.34375
2012-12-13 11:00:00,402.81456953642385,64.69868449429376,599.948002035222,358.8548,406.6,308.83554,203.875
2012-12-13 12:00:00,663.6578366445916,51.51474128367671,873.5944682642191,544.7578,582.30002,393.79556,336.75
2012-12-13 13:00:00,742.1379690949227,38.139224366380255,1104.0948958233696,668.2548,679.80001,580.76447,413.0
2012-12-13 14:00:00,898.9304635761589,24.661853539214373,1275.7410614944845,707.337,705.75002,626.3467,521.5
2012-12-13 15:00:00,904.5386313465783,11.245145518131121,1376.8355627457775,833.6292,730.65001,688.4622,690.75
2012-12-13 16:00:00,1060.7836644591612,3.9274834897067525,1400.488976383536,860.7646,750.97501,771.69775,811.0
2012-12-13 17:00:00,713.4470198675497,16.627148274545927,1345.089361357461,684.8669,648.6,709.2267,725.0
2012-12-13 18:00:00,599.6975717439293,30.10611090548447,1214.4121098793864,450.7676,714.3,514.18665,684.25
2012-12-13 19:00:00,460.58057395143487,43.5537836273432,1017.3626606831747,142.6671,564.25,378.34668,609.0
2012-12-13 20:00:00,142.50883002207505,56.862989073009224,767.3696080919357,308.62030000000004,471.12501000000003,227.2,454.125
2012-12-13 21:00:00,119.52869757174392,69.94150115961844,481.46956550671,51.0726,260.52501125000003,130.80888,274.625
2012-12-14 10:00:00,184.1578366445916,77.65242016904077,300.2366801581941,117.131,169.0000025,182.02667,165.5
2012-12-14 11:00:00,411.7119205298013,64.77357874973882,598.3857955659639,375.4758,410.500005,423.53778,409.875
2012-12-14 12:00:00,636.2251655629138,51.595220496240294,872.1918871727809,599.1223,662.2750100000001,664.2133,648.25
2012-12-14 13:00:00,825.5408388520971,38.223648580492465,1102.9955223216004,885.468,868.50001,875.2711,854.5
2012-12-14 14:00:00,962.8366445916115,24.7478364445111,1275.0678146980722,1039.3729,1025.07501,989.0845,1011.0
2012-12-14 15:00:00,1033.653421633554,11.323773208790207,1376.6823219396479,1104.2146,1118.550025,1080.32,1100.0
2012-12-14 16:00:00,1046.7328918322296,3.807950872492423,1400.9141833037268,1143.6046000000001,1142.3999999999999,1126.1511,1082.0
2012-12-14 17:00:00,1004.7792494481236,16.512090604031997,1346.1120374833918,1089.1024,1095.000075,924.9422,1004.0
2012-12-14 18:00:00,904.0397350993378,29.991929174961694,1216.0105601514704,974.17,978.05,738.13336,858.75
2012-12-14 19:00:00,747.0529801324503,43.438293495703924,1019.4759519852759,717.3829000000001,807.70001,609.7778,642.25
2012-12-14 20:00:00,530.6026490066225,56.74558772035762,769.9017217425381,420.6717,593.100005,488.32,452.0
2012-12-14 21:00:00,289.817880794702,69.82206708294903,484.2959407733833,152.5882,352.125,297.5822,229.8125
2012-12-15 10:00:00,164.93708609271522,77.72370333421436,298.5759024553857,112.6788,168.0,183.94667,93.65625
2012-12-15 11:00:00,304.22185430463577,64.85175625502062,596.7438005087425,332.0173,398.925,427.23557,278.125
2012-12-15 12:00:00,665.5187637969095,51.678607972411015,870.7233033375667,536.1157000000001,632.85001,632.0356,522.25
2012-12-15 13:00:00,854.3487858719647,38.31072075781644,1101.8431605966096,755.7386,845.0250100000001,776.85333,719.25
2012-12-15 14:00:00,993.2119205298013,24.836439342294778,1274.3529359572908,753.0245,891.72502,880.9067,787.75
2012-12-15 15:00:00,565.167770419426,11.406025725611414,1376.4963733146628,673.2699,965.87501,1028.8711,815.0
2012-12-15 16:00:00,187.89293598233996,3.693577390151884,1401.3125662128318,570.7261,697.05001,767.25336,747.0
2012-12-15 17:00:00,820.4403973509933,16.398052307902248,1347.110332116486,757.7442,904.4000000000001,670.68445,759.0
2012-12-15 18:00:00,370.2295805739514,29.878581286556507,1217.5834637058642,514.0912000000001,573.475005,769.7778,746.5
2012-12-15 19:00:00,210.95805739514347,43.32384457318188,1021.5590030098791,229.1822,811.30002,334.88,540.75
2012-12-15 20:00:00,102.38520971302428,56.629589504552605,772.3956930792244,63.3835,339.925,273.3511,376.5
