datetime,ghi,cams,lsasaf,pred_XGB_cams,pred_XGB_lsasaf
2018-09-02 13:45:00,697.9243333333333,721.5452,681.8,675.1113796763906,619.2687073283681
2018-09-02 14:00:00,738.0966666666667,762.3908,723.0,714.4318639838931,662.624442299628
2018-09-02 14:15:00,774.4373333333333,799.362,760.60004,750.0979967921481,709.2919078677402
2018-09-02 14:30:00,809.3226666666667,832.268,794.3,781.8948072357525,741.0887183113446
2018-09-02 14:45:00,840.323,860.94,824.0,809.6351871228352,775.9764651990071
2018-09-02 15:00:00,868.2866666666666,885.1836,852.4,833.1589590372587,804.1252285303617
2018-09-02 15:15:00,892.0913333333334,904.8752,873.2,852.3322921771321,822.5888734835896
2018-09-02 15:30:00,910.4726666666668,919.966,889.4,867.0473449498223,843.4117152958917
2018-09-02 15:45:00,925.222,930.3832,901.2,877.2220535966431,857.4854756089723
2018-09-02 16:00:00,935.4326666666668,936.0748,908.2,882.800012861156,863.0634348734851
2018-09-02 16:15:00,941.1776666666666,937.0136,910.4,883.7504132655941,864.0138352779232
2018-09-02 16:30:00,937.274,933.1944,908.10004,880.0680131523025,861.3457917777907
2018-09-02 16:45:00,933.4933333333332,924.6352,901.10004,871.7731343578217,853.05091298331
2018-09-02 17:00:00,917.766,911.3772,889.4,858.9116796795124,840.1894583050007
2018-09-02 17:15:00,899.0346666666667,893.4844,872.9,841.5551793555163,822.8329579810046
2018-09-02 17:30:00,877.5003333333333,871.0436,852.0,819.8008837526417,801.0786623781299
2018-09-02 17:45:00,850.8186666666667,844.1648,826.7,793.7719316604736,775.0497102859619
2018-09-02 18:00:00,821.5926666666667,812.9864,799.0,763.6176397975224,756.6142943080205
2018-09-02 18:15:00,791.4796666666666,777.6704,765.3,729.5139820198958,722.5106365303939
2018-09-02 18:30:00,753.4263333333333,738.3964,727.5,691.6643605986649,684.6610151091629
2018-09-02 18:45:00,710.724,695.3696,686.0,645.5048607970898,643.2974785949414
2018-09-02 19:00:00,664.816,648.8172,640.9,600.8900062133812,595.0789157440208
2018-09-02 19:15:00,616.2943333333334,598.9876,592.60004,553.3199409782075,547.5088505088471
2018-09-02 19:30:00,566.297,546.1552,541.10004,503.1289165600228,489.2026584728646
2018-09-02 19:45:00,509.83566666666667,490.6244,487.2,445.23149283324636,436.7704122820989
2018-09-02 20:00:00,453.9283333333333,432.7468,430.80002,389.45728744254615,382.5340544103196
2018-09-02 20:15:00,393.9256666666667,372.9408,372.80002,332.1228996152458,325.99357756324383
2018-09-02 20:30:00,334.39966666666663,311.7212,313.5,275.9333112538833,269.80398920188134
2018-09-02 20:45:00,275.10433333333333,249.7372,253.3,215.11707399850906,203.7467326975447
2018-09-02 21:00:00,214.57266666666663,188.1192,193.40001,154.77740942463896,145.02896200642607
2018-09-03 11:15:00,180.52133333333333,126.784,151.1,98.26010060536646,107.76180291402125
2018-09-03 11:30:00,236.889,176.6976,210.8,152.43047925662523,154.94220563601976
2018-09-03 11:45:00,292.95533333333333,232.1884,271.30002,208.3596103117818,219.6759107039327
2018-09-03 12:00:00,348.0156666666666,289.6896,345.0,264.7775089347384,298.1844675147555
2018-09-03 12:15:00,402.3276666666667,368.3672,404.5,327.10191945335043,353.4918406417049
2018-09-03 12:30:00,458.0573333333333,480.8864,462.6,433.37678203361185,418.43616733329446
2018-09-03 12:45:00,513.172,540.0896,518.4,491.48159480214036,471.74501681446947
2018-09-03 13:00:00,566.413,594.024,571.9,542.6997767517746,523.9775553772629
2018-09-03 13:15:00,616.7796666666667,645.0236,622.60004,591.42833354098,572.7061121664683
2018-09-03 13:30:00,664.0433333333333,692.8172,670.5,637.3172435700449,618.5950221955331
2018-09-03 13:45:00,707.7703333333334,737.1536,714.9,680.0567751149334,669.4497213582196
2018-09-03 14:00:00,747.885,777.8004,756.0,719.3720655862669,712.368720096765
2018-09-03 14:15:00,783.0943333333333,814.5448,793.2,755.0196696910318,748.0163242015299
2018-09-03 14:30:00,817.1816666666667,847.1952,826.4,786.7853454168793,780.8731864508148
2018-09-03 14:45:00,846.6360000000001,875.584,855.60004,814.4826349165938,808.5704759505294
2018-09-03 15:00:00,872.294,899.4828,881.2,837.9519626538644,832.0398036877999
2018-09-03 15:15:00,894.4903333333333,918.7732,901.7,857.0600718137293,851.1479128476649
2018-09-03 15:30:00,912.892,933.4456,917.7,871.6996810362492,865.7875220701848
2018-09-03 15:45:00,925.9706666666666,943.4284,929.10004,881.7892826857055,875.8771237196411
2018-09-03 16:00:00,935.2273333333334,948.6724,935.9,887.2730299333069,881.3608709672425
2018-09-03 16:15:00,937.666,949.1532,937.8,888.120678054857,882.2085190887925
2018-09-03 16:30:00,935.0956666666666,944.864,935.10004,884.3275586573843,878.4153996913199
2018-09-03 16:45:00,929.7186666666668,935.8232,927.7,875.9145760671885,870.002417101124
