,datetime,ghi,SZA,TOA,cams,lsasaf,era,merra
9109,2020-01-15 13:00:00,419.9333333333333,43.62398754314813,1016.6446469868615,134.7913,509.25,760.4089,565.0
9110,2020-01-15 14:00:00,707.1166666666667,33.36956397151624,1172.8976702865964,169.5153,671.925,867.1289,634.25
9111,2020-01-15 15:00:00,374.1333333333333,27.503589739023127,1245.705869112177,296.6662,767.32501,871.2889,650.75
9112,2020-01-15 16:00:00,546.8666666666667,28.851255955231345,1230.107485034878,344.0978,751.17503,454.25778,636.75
9113,2020-01-15 17:00:00,412.85,36.62306126369403,1127.1655221520182,540.4091,596.62501,562.2756,602.5
9114,2020-01-15 18:00:00,376.6333333333333,47.77194441503537,943.8953051144277,624.6263,682.75,590.08,496.875
9115,2020-01-15 19:00:00,282.0,60.443223669286475,692.7863963448647,427.1201,480.35,404.21335,345.75
9116,2020-01-15 20:00:00,166.28333333333333,73.83706810836165,390.951452998882,197.44240000000002,179.47500250000002,215.64444,157.4375
9131,2020-01-16 11:00:00,206.41666666666663,69.11641666232902,500.5660805144637,204.2603,263.725,331.66223,230.4375
9132,2020-01-16 12:00:00,427.3559322033898,55.89376721261431,787.3922268999643,421.5623,503.82501,529.1911,480.125
9133,2020-01-16 13:00:00,336.0,43.58990286493804,1017.0740355219531,238.22129999999999,547.6,777.44,602.75
9134,2020-01-16 14:00:00,759.5,33.27815689981575,1173.9590706899767,604.2316000000001,784.70001,849.10223,553.25
9135,2020-01-16 15:00:00,709.6666666666666,27.341474959551956,1247.3558765221132,602.3919,854.5,499.7689,647.75
9136,2020-01-16 16:00:00,513.4333333333333,28.65338916261444,1232.2625819948594,523.6288999999999,674.35001,709.2267,734.75
9137,2020-01-16 17:00:00,575.3833333333333,36.437644561934555,1129.7077701873986,510.15689999999995,719.0333466666667,480.71112,699.25
9138,2020-01-16 18:00:00,228.6,47.61076429213011,946.6803820445701,410.05899999999997,493.90001,611.5022,557.0
9139,2020-01-16 19:00:00,236.66666666666663,60.30395415415687,695.6534316012473,161.6745,189.8500025,425.76,342.25
9140,2020-01-16 20:00:00,129.61666666666667,73.71642745222817,393.7339906884925,119.1031,52.975,207.75111,117.875
9155,2020-01-17 11:00:00,134.75,69.1444719720209,499.8468824196452,142.1307,205.100005,238.72,287.25
9156,2020-01-17 12:00:00,292.3833333333333,55.894207070563404,787.2624713078235,260.64,391.05001,473.84888,497.875
9157,2020-01-17 13:00:00,668.8666666666667,43.551142434243104,1017.5726128126084,394.4098,682.75001,681.17334,687.0
9158,2020-01-17 14:00:00,673.6833333333333,33.18111424078083,1175.0820513959536,557.0342,780.35001,520.4267,724.5
9159,2020-01-17 15:00:00,779.2166666666667,27.172860747990352,1249.056779115058,387.53700000000003,822.4,521.7244,745.25
9160,2020-01-17 16:00:00,863.95,28.45000367724383,1234.455540524883,786.4282000000001,868.32501,652.0356,717.0
9161,2020-01-17 17:00:00,515.9666666666667,36.2490358986902,1132.2733859056605,727.7105,779.8,614.9689,644.75
9162,2020-01-17 18:00:00,581.9166666666666,47.448179851486564,949.4738602306968,672.2902,705.05,461.99112,504.25
9163,2020-01-17 19:00:00,459.98333333333335,60.16443592755767,698.5144490842408,464.4909,493.250005,351.84,289.25
9164,2020-01-17 20:00:00,223.31666666666663,73.59632891599107,396.49762160588637,226.9031,248.1750075,165.03111,113.53125
9179,2020-01-18 11:00:00,273.78333333333336,69.16910713632218,499.2015739191771,284.9362,305.5000025,315.28888,312.625
9180,2020-01-18 12:00:00,526.75,55.89069512561619,787.2057779560085,368.9483,542.900005,524.74664,531.75
9181,2020-01-18 13:00:00,464.28333333333336,43.507744621788774,1018.139554935949,503.3599,647.12501,579.2889,728.75
9182,2020-01-18 14:00:00,648.5666666666667,33.07850004591383,1176.2651495939265,744.1318,799.85004,580.7111,757.25
9183,2020-01-18 15:00:00,630.45,26.997812101675144,1250.8065639689,913.0023,846.875,709.1556,808.25
9184,2020-01-18 16:00:00,505.6,28.241195256163063,1236.6839238567272,679.3421,743.82501,522.9155,765.25
9185,2020-01-18 17:00:00,458.31666666666666,36.0573749749966,1134.8596638422864,775.0209,725.4000100000001,501.0489,671.75
9186,2020-01-18 18:00:00,364.73333333333335,47.28433186739645,952.2729389730151,572.2329,666.85,610.89777,561.5
9187,2020-01-18 19:00:00,430.9333333333333,60.02479275272901,701.3667328099257,348.6758,419.525005,349.38666,363.5
9188,2020-01-18 20:00:00,187.1833333333333,73.47687535852857,399.23988866092185,187.1913,207.4,172.21333,153.0625
9203,2020-01-19 11:00:00,225.08333333333331,69.19030268151717,498.6306405298865,226.4068,266.550005,163.34222,290.375
9204,2020-01-19 12:00:00,345.9,55.88324071634012,787.2219441648277,416.1889,448.900015,386.4711,479.0
9205,2020-01-19 13:00:00,337.5,43.45975049080997,1018.7739734604812,165.8958,417.85,450.61334,635.25
9206,2020-01-19 14:00:00,620.9666666666667,32.97038115034701,1177.5068402781692,340.075,690.900005,519.80444,664.25
9207,2020-01-19 15:00:00,646.6,26.81639616351453,1252.6031620627314,457.0265,848.1500000000001,333.24445,700.0
9208,2020-01-19 16:00:00,652.1833333333333,28.02706322934701,1238.9452485870895,671.0372,877.32502,350.22223,712.0
9209,2020-01-19 17:00:00,542.3,35.86280582246635,1137.4638640838393,793.5641,753.40002,474.24,528.5
9210,2020-01-19 18:00:00,482.73333333333335,47.11936381632779,955.0747972009601,617.3139,652.35001,274.06223,405.625
9211,2020-01-19 19:00:00,377.51666666666665,59.88514953269851,704.2075614343357,429.6602,409.55,223.11111,273.875
9212,2020-01-19 20:00:00,189.81666666666663,73.35816966670093,401.9583443237521,174.5476,198.20000375,130.70222,125.375
9227,2020-01-20 11:00:00,120.65,69.20804130233222,498.1345095717676,190.2736,240.2,315.30667,303.25
9228,2020-01-20 12:00:00,204.08333333333331,55.87185562065184,787.3107045946343,170.0711,272.8,479.73334,542.0
9229,2020-01-20 13:00:00,356.85,43.40720377695078,1019.4749166493294,56.665800000000004,429.250005,673.9733,688.25
9230,2020-01-20 14:00:00,327.06666666666666,32.85682715742534,1178.805538353826,377.7288,683.175,772.8,730.75
9231,2020-01-20 15:00:00,726.6666666666666,26.62868217594112,1254.4444511452646,704.9662,925.05,822.0089,721.25
9232,2020-01-20 16:00:00,916.4166666666666,27.807710513699174,1241.236988116122,827.5201999999999,951.05001,739.4489,707.25
9233,2020-01-20 17:00:00,826.55,35.665476774431966,1140.0832160454695,803.5702,864.55,471.68,643.5
9234,2020-01-20 18:00:00,637.75,46.95342175247923,957.8765973354103,639.6781,705.425,471.46667,505.375
9235,2020-01-20 19:00:00,420.9,59.745632165335984,707.0342119403603,426.4356,491.525,342.24,338.375
9236,2020-01-20 20:00:00,189.61666666666667,73.24031462676845,404.65055388835043,195.165,223.35,159.44888,144.0625
9251,2020-01-21 11:00:00,131.4,69.22230789448452,497.7135493576081,159.8834,219.4,202.38222,274.25
9252,2020-01-21 12:00:00,351.8666666666667,55.85655405698924,787.4717314502041,349.8621,493.57501,293.84888,498.25
9253,2020-01-21 13:00:00,621.5166666666667,43.350150871066816,1020.2413706690675,635.7813,702.95001,448.8889,598.25
9254,2020-01-21 14:00:00,482.48333333333335,32.737910426498296,1180.1596007714493,316.2511,656.7750100000001,292.87112,688.75
9255,2020-01-21 15:00:00,377.53333333333336,26.434741435395686,1256.328258653243,188.3932,553.95,544.74664,727.25
9256,2020-01-21 16:00:00,418.03333333333336,27.583243630386416,1243.556576154463,151.1964,563.27502,371.16446,779.75
9257,2020-01-21 17:00:00,387.6333333333333,35.465540431812556,1142.714922331198,528.5612,730.22501,501.5111,656.25
9258,2020-01-21 18:00:00,564.35,46.78665417401588,960.6754892427911,530.3334,616.37501,368.3911,512.25
9259,2020-01-21 19:00:00,274.75,59.606367390860036,709.84396341983,368.5401,455.000005,370.09778,346.125
9260,2020-01-21 20:00:00,156.26666666666668,73.12341279033416,407.31409882845344,221.596,232.325,175.75111,138.9375
9275,2020-01-22 11:00:00,286.71666666666664,69.23308958979452,497.3680683480586,308.5367,320.50000750000004,236.23111,364.0
9276,2020-01-22 12:00:00,535.0,55.83735268817413,787.7046346694984,548.7317,571.92502,390.20444,599.5
9277,2020-01-22 13:00:00,711.6,43.28864080490879,1021.0722608034199,749.149,776.225,280.44446,790.0
9278,2020-01-22 14:00:00,885.6333333333333,32.61370606406055,1181.5673286870326,889.4736,915.65001,603.2889,910.0
9279,2020-01-22 15:00:00,974.4833333333332,26.234647247525935,1258.2523646747086,956.8585,984.07501,501.49335,963.75
9280,2020-01-22 16:00:00,972.7333333333332,27.353772725979923,1245.901410291902,945.6342999999999,934.42502,455.7511,938.25
9281,2020-01-22 17:00:00,506.4,35.263153623414134,1145.3561626688836,857.4658999999999,793.825,514.6667,837.0
9282,2020-01-22 18:00:00,554.45,46.619211879898444,963.4686142722841,700.7048,727.6500100000001,381.5822,663.25
9283,2020-01-22 19:00:00,496.28333333333336,59.46748263198522,712.6341009419459,489.2924,513.25,252.76445,439.25
9284,2020-01-22 20:00:00,255.28333333333333,73.00756633507797,409.9465802377001,244.16879999999998,263.7500025,201.47556,181.625
9299,2020-01-23 11:00:00,289.6666666666667,69.24037579368095,497.09831427671855,311.8224,332.800005,289.83112,371.625
9300,2020-01-23 12:00:00,532.0333333333333,55.81427062785105,788.008962099042,562.0635,583.35001,528.76447,602.5
9301,2020-01-23 13:00:00,720.8166666666667,43.22272523964375,1021.966452671566,763.6339,786.87502,688.67554,789.25
9302,2020-01-23 14:00:00,912.2,32.48429191836971,1183.0269696448067,904.9714,927.42501,559.52,915.25
9303,2020-01-23 15:00:00,931.2166666666668,26.028474883281294,1260.2145049521266,973.8739,992.725,340.92444,968.0
9304,2020-01-23 16:00:00,616.3,27.11941159789316,1248.2688556207652,964.6781,981.65,625.35114,940.75
9305,2020-01-23 17:00:00,729.65,35.05847736034247,1148.004097911536,878.3462,884.82501,624.81775,835.75
9306,2020-01-23 18:00:00,609.4666666666667,46.45124781723947,966.2531093669764,722.1711,720.275,558.0267,663.25
9307,2020-01-23 19:00:00,443.03333333333336,59.32910582693517,715.401919498688,509.7853,522.7500150000001,232.37334,426.0
9308,2020-01-23 20:00:00,258.53333333333336,72.89287692058859,412.5456223450037,261.1,271.05,153.44,203.75
9323,2020-01-24 11:00:00,282.65,69.24415822483245,496.9044732503976,308.0248,325.22501,177.52888,365.375
9324,2020-01-24 12:00:00,527.4666666666667,55.78732944936591,788.3841996586283,556.0931,565.5250100000001,493.1378,597.25
9325,2020-01-24 13:00:00,808.0,43.1524584571507,1022.9227534511591,756.0956,733.6500100000001,654.4533,784.0
9326,2020-01-24 14:00:00,960.95,32.349748577658744,1184.5367197803157,443.7432,746.12501,780.9067,902.75
9327,2020-01-24 15:00:00,887.5,25.816301536083902,1262.2123739204733,442.47940000000006,729.70001,870.72,940.5
9328,2020-01-24 16:00:00,849.8,26.880277724631167,1250.6562484070676,291.3741,722.05,809.35114,811.25
9329,2020-01-24 17:00:00,560.8,34.85167678417388,1150.6558740964374,628.9264000000001,753.32501,818.7733,666.25
9330,2020-01-24 18:00:00,537.9666666666667,46.2829169191445,969.0261112394195,576.9508,659.5,570.20447,526.0
9331,2020-01-24 19:00:00,344.51666666666665,59.19136525558413,718.1447280173446,407.8751,472.125005,490.6489,365.25
9332,2020-01-24 20:00:00,200.2,72.77944553962858,415.1088760957087,207.01489999999998,203.3,261.72446,170.9375
9347,2020-01-25 11:00:00,274.56666666666666,69.24443095682892,496.78666883025386,255.7894,316.8750125,238.93333,337.375
9348,2020-01-25 12:00:00,380.6666666666667,55.75655319692506,788.8297714985822,381.8052,507.700005,425.12,551.75
9349,2020-01-25 13:00:00,539.9666666666667,43.077897354005124,1023.9399131065978,673.1431,639.47501,541.92,742.5
9350,2020-01-25 14:00:00,333.1333333333333,32.21015937204749,1186.0947260415944,77.1662,396.250005,746.2756,757.75
9351,2020-01-25 15:00:00,377.06666666666666,25.59820628025182,1264.2436277755505,263.4952,537.05001,784.4267,826.5
9352,2020-01-25 16:00:00,231.75,26.63649230138767,1253.0608998024636,152.74960000000002,486.025,805.9733,803.25
9353,2020-01-25 17:00:00,385.3833333333333,34.64292110849251,1153.3086265533675,247.1781,496.85,639.4667,721.75
9354,2020-01-25 18:00:00,348.6666666666667,46.11437593302078,971.7847606017626,315.7214,559.75,538.1511,567.25
9355,2020-01-25 19:00:00,190.53333333333333,59.05438935902612,720.8598534298783,267.2491,208.775,357.83112,371.375
9356,2020-01-25 20:00:00,135.93333333333334,72.66737236520315,417.6340227884632,167.5008,39.90000125,194.95111,164.625
9371,2020-01-26 11:00:00,171.41666666666666,69.2411904614634,496.744961100024,169.1747,219.87500125,272.2489,238.25
9372,2020-01-26 12:00:00,331.8666666666667,55.72196839885408,789.3450401532687,248.3389,355.875,428.83554,407.5
9373,2020-01-26 13:00:00,303.65,42.999101438046274,1025.0166256234686,260.5197,423.500005,622.3467,514.75
9374,2020-01-26 14:00:00,342.06666666666666,32.06561037924564,1187.6990884265388,207.4958,475.125,761.8489,556.75
9375,2020-01-26 15:00:00,325.4833333333333,25.374270030849637,1266.3058875679317,202.0649,387.80001,539.4311,589.5
9376,2020-01-26 16:00:00,251.78333333333333,26.388180281551918,1255.4800995900387,234.3139,352.375,424.0,552.0
9377,2020-01-26 17:00:00,318.75,34.43238355336597,1155.9594840530924,279.8757,310.025,348.26666,402.625
9378,2020-01-26 18:00:00,247.08333333333331,45.945783239365525,974.5262064403429,197.945,196.2250025,447.14667,254.875
9379,2020-01-26 19:00:00,152.91666666666666,58.91830655290887,723.544644788431,156.9962,112.1250005,298.13333,177.6875
9380,2020-01-26 20:00:00,53.21666666666667,72.55675659383301,420.1187777572931,148.1315,93.275,180.16,82.90625
9395,2020-01-27 11:00:00,114.43333333333334,69.23443565349704,496.77934572801524,150.5395,170.4250025,265.31555,236.4375
9396,2020-01-27 12:00:00,196.7333333333333,55.68360408275618,789.9293066949493,247.4959,321.72501,356.94223,447.75
9397,2020-01-27 13:00:00,387.8666666666667,42.91613282740105,1026.1515302504258,162.7782,488.95,549.8489,594.5
9398,2020-01-27 14:00:00,699.6,31.916190434126463,1189.347862234821,124.075,569.70001,657.5289,626.75
9399,2020-01-27 15:00:00,482.85,25.144575505140004,1268.396742318088,267.5109,571.30002,636.12445,561.25
9400,2020-01-27 16:00:00,218.13333333333333,26.13547042471172,1257.9111199570036,318.5656,548.125,681.7778,499.375
9401,2020-01-27 17:00:00,342.7333333333333,34.22024127229041,1158.605572987165,386.0588,434.875005,552.92444,441.125
9402,2020-01-27 18:00:00,183.01666666666668,45.77729866107429,977.2476103243915,287.3892,273.7,522.3289,374.375
9403,2020-01-27 19:00:00,103.98333333333332,58.78324503490579,726.1964774159468,249.603,230.450005,304.48,258.125
9404,2020-01-27 20:00:00,44.31666666666667,72.44769628546048,422.560894087928,150.0046,112.8250025,220.0711,112.3125
9419,2020-01-28 11:00:00,164.33333333333334,69.22416793656106,496.8897530299574,180.4737,214.45,223.04,271.25
9420,2020-01-28 12:00:00,398.78333333333336,55.64149179235011,790.5818108924979,290.2412,370.25001,326.43555,472.375
9421,2020-01-28 13:00:00,588.05,42.829056251817086,1027.3432127501271,398.3835,532.15001,560.4089,651.25
9422,2020-01-28 14:00:00,498.1166666666667,31.761991142237363,1191.0390603329643,374.2025,611.87501,623.1289,775.25
9423,2020-01-28 15:00:00,628.8666666666667,24.90920718580851,1270.5137521484173,432.4051,667.55,724.9067,809.0
9424,2020-01-28 16:00:00,506.5,25.878495351766635,1260.3512192874014,386.0544,662.82502,785.17334,776.75
9425,2020-01-28 17:00:00,561.8166666666667,34.00667527109679,1161.2440215700149,399.1612,588.9000100000001,718.08,703.5
9426,2020-01-28 18:00:00,374.8666666666667,45.60908326334468,979.9461507383099,352.5122,362.925005,649.38666,562.75
9427,2020-01-28 19:00:00,224.7333333333333,58.64933258673727,728.8127570805693,227.4242,109.6000025,389.74222,352.25
9428,2020-01-28 20:00:00,117.35,72.34028820044762,424.95816635701266,137.5994,16.1,170.09778,149.0625
9443,2020-01-29 11:00:00,78.31666666666666,69.21039124990486,497.07604704016677,117.79570000000001,140.75,289.22665,345.625
9444,2020-01-29 12:00:00,296.9491525423729,55.59566560575008,791.3017313798293,293.3732,423.175005,415.94666,548.0
9445,2020-01-29 13:00:00,355.25,42.73793905613834,1028.5902066611475,177.4115,540.075,561.81335,682.25
9446,2020-01-29 14:00:00,661.2166666666667,31.603106897299,1192.770655431446,841.1037,798.575,483.2,743.0
9447,2020-01-29 15:00:00,576.9166666666666,24.668251286134208,1272.6544514280488,929.9521,938.25001,679.2889,778.25
9448,2020-01-29 16:00:00,642.15,25.617391607790612,1262.7976459680026,922.6317,927.22501,681.56445,758.0
9449,2020-01-29 17:00:00,571.55,33.79187031826716,1163.8719640542681,838.6986,846.5500099999999,711.25336,722.75
9450,2020-01-29 18:00:00,565.25,45.44129914428421,982.6190274268473,685.6414,701.67501,539.68,587.25
9451,2020-01-29 19:00:00,413.6833333333333,58.51669637118778,731.3909241822583,477.24929999999995,485.30001,265.5111,375.625
9452,2020-01-29 20:00:00,200.76666666666668,72.23462763415002,427.3084343825492,231.259,230.35,145.12,175.375
9467,2020-01-30 11:00:00,190.11666666666667,69.19311211567425,497.3380245988012,271.9418,258.7750025,321.38666,316.125
9468,2020-01-30 12:00:00,419.05,55.54616215493385,792.0881858392048,479.25890000000004,488.52501,497.2622,531.5
9469,2020-01-30 13:00:00,681.6166666666667,42.64285120573693,1029.8909945730677,689.4358,667.57501,692.19556,625.5
9470,2020-01-30 14:00:00,445.6666666666667,31.43963490273157,1194.5405823728997,103.51950000000001,528.65,810.4178,722.0
9471,2020-01-30 15:00:00,544.5333333333333,24.421795717280332,1274.8163519264515,622.2972,752.47501,846.89777,755.0
9472,2020-01-30 16:00:00,403.05,25.352299733313604,1265.2476422006296,311.0152,651.000015,753.49335,733.75
9473,2020-01-30 17:00:00,451.4666666666666,33.57601484606874,1166.486544950209,539.6874,743.45,633.5289,657.5
9474,2020-01-30 18:00:00,385.6,45.27410921637073,985.2634657423753,491.8396,583.62502,465.3511,517.5
9475,2020-01-30 19:00:00,252.86666666666667,58.385462724602164,733.9284579398438,473.4594,443.825,389.74222,338.625
9476,2020-01-30 20:00:00,137.68333333333334,72.1308082495745,429.60958697361855,229.59120000000001,230.4250075,183.98222,150.0625
9491,2020-01-31 11:00:00,185.4,69.17233968639312,497.67541446322497,228.18349999999998,247.9250075,243.4311,324.5
9492,2020-01-31 12:00:00,362.73333333333335,55.493020646130155,792.940231204836,303.0888,458.87501,361.76,539.25
9493,2020-01-31 13:00:00,421.1333333333333,42.54386529369628,1031.2440094171898,306.8474,597.7750100000001,520.16,657.75
9494,2020-01-31 14:00:00,524.2833333333333,31.271675197231527,1196.3467404307278,381.7661,771.9250099999999,665.88446,751.5
9495,2020-01-31 15:00:00,480.31666666666666,24.169930057881174,1276.996945972041,441.293,675.9000100000001,610.0978,752.0
9496,2020-01-31 16:00:00,741.7666666666667,25.08336434471861,1267.6984478142558,728.4724,860.975,570.8089,687.5
9497,2020-01-31 17:00:00,731.9,33.35930084187157,1169.0849232403298,789.453,880.525,544.8889,530.75
9498,2020-01-31 18:00:00,566.5666666666667,45.1076769789537,987.8767209834218,686.1014,721.62501,647.8578,361.0
9499,2020-01-31 19:00:00,370.53333333333336,58.25575694537843,736.4228805666266,474.1622,504.85002,488.33777,212.25
9500,2020-01-31 20:00:00,191.53333333333333,72.02892190865111,431.85956566723013,222.9389,212.300008,268.55112,89.5625
9515,2020-02-01 11:00:00,257.96666666666664,69.14808579230969,498.08787645174476,230.3216,279.975,316.26666,306.125
9516,2020-02-01 12:00:00,384.6833333333333,55.43628288084224,793.8568638924476,408.34270000000004,535.7750100000001,531.8578,563.5
9517,2020-02-01 13:00:00,571.55,42.44105654952179,1032.6476357755444,464.4931,731.65001,685.6711,706.5
9518,2020-02-01 14:00:00,611.3333333333334,31.09933068440747,1198.1869956176108,413.4673,900.85001,832.1422,787.75
9519,2020-02-01 15:00:00,819.6666666666666,23.912745526105883,1279.1937096121374,664.7148,958.9,841.63556,871.0
9520,2020-02-01 16:00:00,697.2833333333333,24.8107342244812,1270.147304070321,719.5624,931.32501,590.11554,812.5
9521,2020-02-01 17:00:00,683.0166666666667,33.14192372897484,1171.664276579945,568.3046,829.65,542.0089,719.25
9522,2020-02-01 18:00:00,617.3666666666667,44.94216628202941,990.4560827135795,623.9186,723.57502,457.70667,556.75
9523,2020-02-01 19:00:00,387.4,58.12770307900956,738.8717614225192,480.0179,503.05001,374.13333,346.875
9524,2020-02-01 20:00:00,187.81666666666663,71.92905850266985,434.0563684399993,237.5528,251.275,255.07556,150.9375
9539,2020-02-02 11:00:00,226.11666666666667,69.12036498826271,498.57500062808106,207.4599,255.775,367.52,363.125
9540,2020-02-02 12:00:00,533.8666666666667,55.37599327721368,794.8370200605981,510.655,552.70002,613.35114,604.75
9541,2020-02-02 13:00:00,695.25,42.33450284913875,1034.1002112110227,611.4459,728.92501,789.92,776.75
9542,2020-02-02 14:00:00,884.1333333333333,30.922707166468598,1200.0591830035721,895.7997,925.90001,909.8311,902.5
9543,2020-02-02 15:00:00,1008.6,23.650334954386874,1281.4041057707525,980.0879,999.7,803.94666,857.5
9544,2020-02-02 16:00:00,783.3833333333333,24.534562422007337,1272.5914574548212,772.4484,959.5,899.0222,806.25
9545,2020-02-02 17:00:00,810.9833333333333,32.92408223622816,1174.2218054749196,785.1683,882.10001,564.76447,771.5
9546,2020-02-02 18:00:00,620.8333333333334,44.77774108156922,992.9988790499411,584.8063,698.45,509.22665,670.75
9547,2020-02-02 19:00:00,438.1166666666667,58.001423700258215,741.2727211307023,507.7891,520.100005,407.00446,447.5
9548,2020-02-02 20:00:00,266.26666666666665,71.83130578244891,436.1980533822549,259.6884,266.3250075,181.61778,204.25
9563,2020-02-03 11:00:00,279.25,69.08919459971492,499.1363065350632,279.89189999999996,315.5,201.31555,347.0
9564,2020-02-03 12:00:00,415.48333333333335,55.312198891430555,795.87957590971,417.4241,449.125,247.27112,579.0
9565,2020-02-03 13:00:00,460.2,42.22428472591933,1035.6000276216228,462.0873,682.12501,323.59113,737.75
9566,2020-02-03 14:00:00,376.48333333333335,30.741913381943355,1201.9611090434119,141.622,537.45,557.12,878.75
9567,2020-02-03 15:00:00,475.76666666666665,23.38279276700796,1283.6255874008684,469.9519,719.62502,640.1067,892.0
9568,2020-02-03 16:00:00,492.6166666666667,24.255006365854516,1275.0281634508633,419.1942,565.175,412.83554,876.75
9569,2020-02-03 17:00:00,484.73333333333335,32.70597825569744,1176.7547374276746,494.90520000000004,715.0,519.4311,760.5
9570,2020-02-03 18:00:00,587.0833333333334,44.614565186729656,995.502480910267,685.9083,724.75001,370.84445,575.0
9571,2020-02-03 19:00:00,299.46666666666664,57.87703969308062,743.6234356467855,407.9974,371.325,231.78667,402.375
9572,2020-02-03 20:00:00,151.66666666666666,71.7357491888186,438.2827423221338,217.2793,138.45000375,144.87111,182.4375
9587,2020-02-04 11:00:00,267.05,69.05459476759798,499.77124248605696,262.0992,287.3,35.91111,366.5
9588,2020-02-04 12:00:00,394.76666666666665,55.24494943884611,796.9833480248102,524.9421,540.025,102.613335,594.5
9589,2020-02-04 13:00:00,747.35,42.110485382465136,1037.1453326218864,718.4879,771.75001,148.30222,786.5
9590,2020-02-04 14:00:00,778.2666666666667,30.55706104738864,1203.89055391344,896.6673,920.15001,321.28,873.75
9591,2020-02-04 15:00:00,867.05,23.110214960759933,1285.855600627959,966.7564,956.475,615.39557,863.0
9592,2020-02-04 16:00:00,799.25,23.972227988150273,1277.4546902854925,957.3603,984.30001,580.48,859.0
9593,2020-02-04 17:00:00,689.4333333333333,32.4878166875932,1179.260331042719,869.5829,899.07501,329.24445,780.5
9594,2020-02-04 18:00:00,600.6,44.452801999326056,997.9643062081826,710.8934,739.10001,248.16,648.25
9595,2020-02-04 19:00:00,479.6166666666667,57.75467002894483,745.92164026851,495.1729,522.575,218.66667,438.25
9596,2020-02-04 20:00:00,236.2,71.6424716840136,440.3086243872899,248.0249,267.675005,166.04445,194.125
9611,2020-02-05 11:00:00,258.25,69.01658849161045,500.4791849226093,254.93900000000002,293.325,126.82667,342.125
9612,2020-02-05 12:00:00,354.26666666666665,55.174297314506596,798.1470937680136,423.0861,490.325,190.08,567.0
9613,2020-02-05 13:00:00,514.0892857142857,41.993190702856054,1038.7343309546798,362.689,623.72501,197.9911,675.75
9614,2020-02-05 14:00:00,443.2,30.36826490303399,1205.8452738575445,288.2991,710.92502,306.7911,696.25
9615,2020-02-05 15:00:00,450.48333333333335,22.832699088885757,1288.0915878816681,474.7644,662.67502,488.92444,783.5
9616,2020-02-05 16:00:00,581.2166666666667,23.686393862047687,1279.8683226447672,630.2833,792.4750200000001,520.1422,785.25
9617,2020-02-05 17:00:00,658.0166666666667,32.269805271650434,1181.735880083148,629.029,802.3,714.24,685.75
9618,2020-02-05 18:00:00,523.2666666666667,44.29261424600543,1000.3818239858557,532.3968,656.10002,416.1422,563.0
9619,2020-02-05 19:00:00,355.43333333333334,57.63443154421618,748.165133574173,397.02869999999996,470.925,379.05777,382.5
9620,2020-02-05 20:00:00,189.3,71.55155358457944,442.273959491868,201.8262,178.52500125,145.84889,164.375
9635,2020-02-06 11:00:00,262.9166666666667,68.97520167161088,501.2594378467091,207.1945,289.125,168.0,356.125
9636,2020-02-06 12:00:00,379.56666666666666,55.10029761275056,799.3695117267515,400.6204,432.825,326.59555,578.25
9637,2020-02-06 13:00:00,529.85,41.87248926506206,1040.3651859364854,650.4596,744.87501,322.3289,711.25
9638,2020-02-06 14:00:00,675.6833333333333,30.175642762285378,1207.8230035426996,810.7798,874.0,457.74222,817.5
9639,2020-02-06 15:00:00,762.4,22.55034424855507,1290.3309910126586,811.2948,898.0,811.55554,865.25
9640,2020-02-06 16:00:00,420.9,23.39767535308201,1282.266365351181,445.9067,592.325,726.43555,857.5
9641,2020-02-06 17:00:00,777.4833333333333,32.05215440412799,1184.1787174696724,880.1263,896.40001,666.24,724.0
9642,2020-02-06 18:00:00,559.3833333333333,44.13416370361251,1002.7525584737552,613.9300000000001,679.47501,451.6089,589.75
9643,2020-02-06 19:00:00,362.65,57.51643871730814,750.3517812780976,473.7468,495.750015,309.3689,400.75
9644,2020-02-06 20:00:00,240.08333333333331,71.46307239640362,444.17708173657684,264.9175,264.725005,182.32889,185.375
9659,2020-02-07 11:00:00,291.0,68.93046314674876,502.1112323359428,301.7421,315.52501,145.86667,366.25
9660,2020-02-07 12:00:00,400.76666666666665,55.02300814555038,800.649242223676,458.42199999999997,517.175,320.40887,597.25
9661,2020-02-07 13:00:00,590.15,41.74847235320039,1042.0360209393757,684.2607,672.725,534.75555,769.0
9662,2020-02-07 14:00:00,808.35,29.979315564995115,1209.8214584240804,682.0183999999999,883.8000099999999,738.9155,900.25
9663,2020-02-07 15:00:00,879.5,22.263251072132164,1292.5712543917532,989.0494,981.57501,342.77335,965.25
9664,2020-02-07 16:00:00,696.7833333333333,23.10624878531236,1284.6461469977003,926.4012,931.95,580.30225,914.25
9665,2020-02-07 17:00:00,785.6166666666667,31.835076939581086,1186.5862192139675,889.8907,902.85,490.4178,801.25
9666,2020-02-07 18:00:00,756.2666666666667,43.97761091830188,1005.0740930673232,738.5457,759.25001,403.41333,681.25
9667,2020-02-07 19:00:00,476.23333333333335,57.40080344631967,752.4795199916905,522.5138,539.7,266.6311,441.75
9668,2020-02-07 20:00:00,253.6833333333333,71.37710265248464,446.01640270990436,271.4384,282.8250025,107.57333,190.4375
9683,2020-02-08 11:00:00,313.21666666666664,68.88240473198118,503.0337261495997,330.3502,337.32500500000003,53.226665,381.375
