datetime,ghi,SZA,TOA,cams,lsasaf
2017-11-01 11:00:00,184.224,69.5183125256606,484.27690501464247,56.9404,225.3
2017-11-01 11:15:00,178.44333333333333,66.10278223934974,560.6594288642443,135.2836,289.9
2017-11-01 11:30:00,268.7766666666667,62.67922862357101,635.222367148619,135.2252,348.1
2017-11-01 11:45:00,276.4286666666667,59.24948971997028,707.6464299189225,140.3576,358.1
2017-11-01 12:00:00,347.94466666666665,55.815451661000715,777.621486219628,204.7504,409.4
2017-11-01 12:15:00,411.924,52.37911842542621,844.8478921168897,340.7984,488.7
2017-11-01 12:30:00,395.5986666666667,48.94270191971899,909.0377738198702,439.7896,607.0
2017-11-01 12:45:00,549.9686666666668,45.508744410755845,969.9162604005071,557.0604,620.60004
2017-11-01 13:00:00,620.6666666666666,42.08029260387285,1027.2226608330272,671.6768,761.2
2017-11-01 13:15:00,749.5273333333333,38.66115546596122,1080.7115803129393,738.5196,825.5
2017-11-01 13:30:00,775.0526666666667,35.256301161997214,1130.1539710752625,792.5932,870.0
2017-11-01 13:45:00,725.3133333333334,31.872492262924837,1175.3381132122183,837.3664,910.7
2017-11-01 14:00:00,813.1453333333334,28.519343998732197,1216.070521290381,876.0328,947.7
2017-11-01 14:15:00,901.9766666666668,25.211164483294635,1252.1767728850064,913.3164,980.7
2017-11-01 14:30:00,948.3773333333334,21.970303394519,1283.502255483634,1017.5484,1009.5
2017-11-01 14:45:00,1029.0353333333333,18.833529762927846,1309.9128285606005,1044.3412,1034.0
2017-11-01 15:00:00,1024.4613333333334,15.864639028665493,1331.295397987366,1044.3704,1053.2001
2017-11-01 15:15:00,1036.084,13.179428903920407,1347.5584003189326,1031.2644,1068.8
2017-11-01 15:30:00,853.5946666666666,10.989524752851727,1358.6321948825757,1085.0076,1079.6
2017-11-01 15:45:00,916.8206666666666,9.639914038020818,1364.4693619898937,1068.5172,1085.8
2017-11-01 16:00:00,959.9333333333332,9.4965724220493,1365.0449059951945,989.0228,1087.4
2017-11-01 16:15:00,1123.5273333333332,10.608568971860507,1360.3563623306889,973.7712,1084.0
2017-11-01 16:30:00,1111.0673333333334,12.648648765773324,1350.4238080601458,1027.62,1017.10004
2017-11-01 16:45:00,1044.8653333333334,15.248046694739442,1335.2897759058258,868.2284,1031.1
2017-11-01 17:00:00,1076.35,18.16733616883462,1315.0190721168326,746.9576,961.8
2017-11-01 17:15:00,1054.274,21.27416811741961,1289.6984989588052,720.156,871.8
2017-11-01 17:30:00,695.8406666666667,24.496102422555413,1259.436483013292,716.2424,847.60004
2017-11-01 17:45:00,803.5226666666666,27.791849942285662,1224.3626108784804,662.9952,851.9
2017-11-01 18:00:00,815.1086666666666,31.13660463253713,1184.6270742594907,594.2624,827.7
2017-11-01 18:15:00,532.9633333333334,34.51466053838896,1140.4000268244358,582.2208,730.2
2017-11-01 18:30:00,530.75,37.91557140054258,1091.8708555802928,533.7188,677.2
2017-11-01 18:45:00,655.1246666666666,41.33206143786742,1039.2473698886631,468.1808,624.10004
2017-11-01 19:00:00,701.436,44.75883554996435,982.7549115941822,411.3632,592.7
2017-11-01 19:15:00,686.872,48.1918716360292,922.6353900761472,357.1664,512.10004
2017-11-01 19:30:00,620.0646666666667,51.62798216382253,859.1462463554157,315.1196,509.80002
2017-11-01 19:45:00,548.812,55.06453177478624,792.5593506924299,274.1692,513.4
2017-11-01 20:00:00,499.128,58.499248242398394,723.1598383970254,174.4572,440.30002
2017-11-01 20:15:00,421.5033333333333,61.930090734667324,651.2448888352574,132.0408,330.9
2017-11-01 20:30:00,362.1546666666666,65.35515388201956,577.1224528617342,118.358,307.2
2017-11-01 20:45:00,303.46666666666664,68.77259435853436,501.1099341267773,47.662,234.2
2017-11-01 21:00:00,244.394,72.18057143942708,423.53282990526384,20.946,181.1
2017-11-01 21:15:00,190.302,75.57719580869771,344.7233372673245,16.4284,116.4
2017-11-01 21:30:00,131.074,78.96048256904864,265.01893055948807,12.4196,64.200005
2017-11-02 10:30:00,127.62571428571428,76.20092185866598,330.2691171017618,56.3108,157.8
2017-11-02 10:45:00,231.91933333333333,72.8100371664419,409.2271192948579,179.9348,236.40001
2017-11-02 11:00:00,281.0513333333334,69.40699748173647,487.02720500140475,244.1756,301.0
2017-11-02 11:15:00,394.662,65.99369845387987,563.3362223103207,316.1492,353.6
2017-11-02 11:30:00,450.26933333333335,62.571969082279196,637.827404294315,416.61,426.7
2017-11-02 11:45:00,525.4373333333334,59.14362011284621,710.181768276038,442.3196,480.1
2017-11-02 12:00:00,537.7053333333333,55.71049907309198,780.0894817608763,560.5108,538.2
2017-11-02 12:15:00,569.01,52.27455696923909,847.25118918726,596.6,596.9
2017-11-02 12:30:00,509.5986666666667,48.83793404959341,911.3792938131367,587.3564,653.2
2017-11-02 12:45:00,457.0633333333333,45.40307606578281,972.1991892493721,631.308,707.2
2017-11-02 13:00:00,525.0526666666667,41.97289940187649,1029.4504353664686,672.58,758.3
2017-11-02 13:15:00,545.0686666666667,38.551035710479674,1082.8878735391816,715.7632,806.2
2017-11-02 13:30:00,594.1766666666666,35.14220908876736,1132.2826764533904,751.4684,838.5
2017-11-02 13:45:00,910.772,31.75284121004437,1177.4233279797886,782.6632,891.7
2017-11-02 14:00:00,918.644,28.392063308884406,1218.116528918421,833.8544,877.10004
2017-11-02 14:15:00,899.3433333333334,25.07348545154536,1254.1880247355346,903.6808,956.60004
2017-11-02 14:30:00,970.668,21.818440779006398,1285.4833517482439,914.4792,931.7
2017-11-02 14:45:00,874.6493333333333,18.66223338260063,1311.8684985617342,961.6396,1014.3
2017-11-02 15:00:00,1032.618,15.66669810360972,1333.230479926629,1043.668,1032.1
2017-11-02 15:15:00,841.1546666666667,12.945763135071573,1349.4778205591724,1035.234,1047.1
2017-11-02 15:30:00,704.3580000000001,10.71249759064345,1360.5409468524392,944.5768,1000.10004
2017-11-02 15:45:00,698.548,9.325474717543896,1366.3724848011993,851.0996,857.3
2017-11-02 16:00:00,810.5886666666667,9.177486507754342,1366.947462864682,853.2768,905.8
2017-11-02 16:15:00,709.9966666666667,10.322025367298172,1362.2634188985473,868.9528,925.8
2017-11-02 16:30:00,681.7546666666666,12.40596684664545,1352.340410698166,808.2852,841.0
2017-11-02 16:45:00,887.8113333333333,15.043127122054223,1337.2209301080597,799.2364,869.8
2017-11-02 17:00:00,914.0373333333332,17.99092140854375,1316.9697210653005,798.2384,858.7
2017-11-02 17:15:00,844.274,21.118581997924892,1291.6735023560311,714.1884,774.0
2017-11-02 17:30:00,635.8926666666666,24.355704735147405,1261.4405962723113,703.8,784.8
