datetime,ghi,argp,SZA,TOA,cams,lsasaf,era,merra
2009-09-20 18:00:00,755.0,780.6538385950223,41.84764693729252,1007.6821321990132,735.6054,812.5,746.57776,874.5
2009-10-26 18:00:00,788.25,872.6853699166779,36.34399221765214,1111.4832644978026,800.7732,871.55001,483.71555,909.25
2009-11-22 10:00:00,121.75,179.31124058644951,77.02594054472523,313.4530680169003,59.0223,168.5750025,142.73778,158.4375
2009-10-27 19:00:00,587.8333333333333,675.2500714154631,49.679368244711945,893.3443896727749,618.0773,682.35001,575.2889,771.5
2009-04-06 15:00:00,938.25,891.8076027838234,33.60953031922706,1130.4254208504103,664.0267,640.95,522.5244,937.5
2009-09-26 21:00:00,103.41666666666669,124.80738489056796,79.87791512346905,238.54587405544407,120.5323,144.65,143.82222,212.375
2009-11-04 14:00:00,892.0833333333334,1010.9503485641848,24.308565573187728,1263.0945172106185,790.4937,802.95002,992.67554,1017.25
2009-07-14 14:00:00,562.0,564.1035490242951,54.56655064690026,763.6110700970548,538.9261,569.30002,581.38666,491.0
2009-01-06 18:00:00,940.4166666666666,986.1963459945582,28.24989930321594,1238.246069009798,982.3406,1046.2001,692.60443,914.75
2009-07-07 16:00:00,679.6666666666666,677.7276778608552,47.42331348057011,890.5694942627819,725.4259999999999,706.3499999999999,680.12445,752.25
2009-11-12 13:00:00,544.0833333333333,871.5400028507464,36.96476582371433,1111.3052352014008,422.4295,534.70001,579.4311,883.5
2009-08-11 15:00:00,731.5833333333334,754.7622123487297,42.58460638343428,976.7233518276832,793.8098,782.42502,790.36444,847.25
2009-04-13 20:00:00,290.0,320.6265465517882,68.94992547656548,485.6082856022932,217.2263,343.57500500000003,188.40889,225.125
2009-08-27 14:00:00,699.9166666666666,729.4652498518922,44.69009724536062,949.5823532084454,750.3293,778.15002,742.4711,790.0
2009-01-03 17:00:00,873.3333333333334,1097.0514378960245,14.87279469779964,1358.7543195653989,591.9436,614.7333600000001,770.8089,865.0
2009-09-30 17:00:00,728.0,943.880227830694,29.21151179466872,1187.4074193748943,815.2172,939.1,957.4044,1023.0
2009-10-06 14:00:00,733.5,926.1499119345276,31.12676068663327,1168.5209046504172,621.6659,715.00002,851.6445,949.75
2009-10-22 11:00:00,88.33333333333334,372.423756323904,66.54457776142766,548.1208057212785,30.7564,210.175005,196.14223,360.375
2009-02-25 11:00:00,101.41666666666666,239.4169124915731,73.70577475224829,389.0414889248664,37.5611,141.65000125,75.69778,262.875
2009-11-04 10:00:00,119.75,155.98246576158442,78.25062616105637,282.22701951068933,9.774,54.0500005,158.15111,111.6875
2009-02-21 15:00:00,222.3333333333333,1042.6885957345455,20.85486830870512,1298.083153036902,367.4949,390.65,640.26666,958.75
2009-12-09 12:00:00,367.08333333333337,664.7541097365358,50.956017001199584,883.6034978494306,231.4703,395.5750000000001,264.28445,642.0
2009-01-31 19:00:00,164.75,815.9709662616766,41.32211527390374,1051.1639799582642,309.0409,356.7333333333333,415.7689,428.125
2009-10-09 13:00:00,725.4166666666667,781.5511645860515,42.381283644716426,1010.0332111161192,651.9026,743.90001,673.17334,808.25
2009-06-11 20:00:00,115.41666666666666,168.52401240871438,77.000810235736,296.65957312105286,89.57990000000001,160.075,147.94667,213.5625
2009-03-03 13:00:00,690.75,713.8198854829824,47.35842642532564,936.6349364404284,547.3482,638.0,590.8444,762.0
2009-06-29 19:00:00,366.9166666666666,369.1981863298125,65.74893168182042,540.581196659238,398.1334,410.925005,315.7511,425.875
2009-10-19 18:00:00,206.8333333333333,857.3016342933638,37.27020384593256,1094.1128184259703,375.2196,551.175,615.2,729.5
2009-11-06 16:00:00,943.5833333333331,1103.1528391851975,10.660674486440218,1363.298775716409,1068.1055,1039.150075,1056.4978,1142.5
2009-12-04 21:00:00,46.66666666666666,277.0021987980151,71.8724405420809,435.94439024754297,22.5331,0.0,62.86222,307.375
2009-10-12 16:00:00,814.1666666666666,1046.07655671152,18.410410494284697,1299.5433614869448,896.7199,950.05,887.7867,1119.0
2009-04-27 15:00:00,579.0833333333333,797.7333496132269,40.14263794850445,1025.6800493491462,495.125,433.30001,400.2311,798.5
2009-04-03 21:00:00,41.33333333333333,128.9658966558783,79.63033049089447,244.73438945113685,14.7781,148.65000175,85.937775,144.125
2009-10-25 19:00:00,601.6666666666666,670.8912665447026,49.90116342503934,888.3596113683604,682.6525,703.35001,612.5333,789.5
2009-09-23 14:00:00,827.25,867.8394263210299,35.45702191216197,1103.737547636569,911.1663,898.92501,859.9644,939.0
2009-05-16 16:00:00,357.91666666666663,739.8091416403236,43.742933633075125,960.6578460780568,484.2431,477.550005,596.4978,799.75
2009-02-21 21:00:00,18.666666666666664,296.76659248959106,70.69695113838763,459.18369118421,26.6123,99.5500025,102.31111,78.40625
2009-03-12 12:00:00,464.75,460.2890795554306,61.8077000828189,650.2279574922903,481.518,447.12501,449.08444,535.5
2009-07-11 15:00:00,665.3333333333334,654.5450545897446,48.94296572367068,864.812643184123,717.6677,690.725,701.95557,753.5
2009-05-29 15:00:00,295.91666666666663,676.968179841121,47.712107461773584,890.424487812243,493.138,338.07500500000003,278.66666,733.5
2009-09-04 11:00:00,56.25,159.4830856789016,77.72699426234082,285.0652738076434,18.8439,101.65,84.23111,174.3125
2009-02-17 17:00:00,1070.4166666666667,1066.6277576432076,17.86907369063701,1324.3111815125103,864.2574,951.475,960.23114,955.75
2009-01-16 17:00:00,523.4166666666666,1099.887684748679,14.139518393820389,1361.6775915308958,763.3246,1006.4,789.3333,929.5
